id,LABEL analytical,local/regional cultural attribution (can vary a lot!),absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
283,SEALIP/TH/BDTP/3,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869°,14.195100°,cemetery,,Thailand,copper-base bowl base with knob,0.0001,0.0218,25.6045,0.0001,0.0001,0.1925,0.0001,0.0001,0.0001,0.0001,0.0001,0.0209,0.0150,0.0001,0.0825,0.0001,0.0001,73.9899,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
284,SEALIP/TH/BDTP/4,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869°,14.195100°,cemetery,,Thailand,copper-base bowl with knob,0.0001,0.0427,34.2306,0.0001,0.0001,0.2611,0.0001,0.0001,0.0001,0.0001,0.0001,14.6507,0.0315,0.0001,0.0001,0.0001,0.0001,49.1931,0.1524,0.1211,1.2770,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
285,SEALIP/TH/BDTP/5,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869°,14.195100°,cemetery,,Thailand,copper-base bowl,0.0001,0.0440,23.3314,0.0001,0.0001,0.0173,0.0001,0.0001,0.0001,0.0001,0.0001,0.1038,0.0001,0.2597,0.0001,0.0001,0.0001,75.5122,0.2213,0.0746,0.3617,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
286,SEALIP/TH/BDTP/6,Early Iron Age,400 - 300 BC,Ban Don Tha Phet,99.670869°,14.195100°,cemetery,,Thailand,copper-base hollow O-section bracelet,0.0001,0.0688,26.1802,0.0001,0.0001,0.2325,0.0001,0.0001,0.0001,0.0001,0.0001,1.0291,0.0197,0.0001,0.0001,0.0001,0.0001,71.9132,0.0938,0.0489,0.2374,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
287,SEALIP/TH/BNW/1,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,0.0001,0.0005,1.6080,0.0001,0.0001,0.1567,0.0001,0.0001,0.0001,0.0001,0.0121,0.0020,0.0053,0.0038,0.0151,0.0001,0.0038,98.1117,0.0101,0.0005,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim LA-ICP-MS,Metal,
288,SEALIP/TH/BNW/2,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,90.3863,0.0001,0.0730,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0020,0.0001,0.0263,0.0001,7.4667,0.0001,0.0001,0.0457,0.0001,0.0001,0.0001,0.0043,0.0001,0.1077,0.4850,0.0001,1.2770,0.0001,pXRF,Corrosion,
289,SEALIP/TH/BNW/3,Early Bronze Age (BA1),1050 - 1000 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-,Corrosion,
290,SEALIP/TH/BNW/4,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,0.0001,0.0001,0.9978,0.0001,0.0001,0.0065,0.0001,0.0001,0.0001,0.0001,0.0001,0.0008,0.0010,0.0003,0.0001,0.0001,0.0025,98.9136,0.0012,0.0001,0.0403,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim LA-ICP-MS,Metal,
291,SEALIP/TH/BNW/5,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,0.0001,0.0000,2.7555,0.0001,0.0001,0.0696,0.0001,0.0001,0.0001,0.0001,0.0382,0.1245,0.0001,0.0247,0.0270,0.0001,0.0000,96.7304,0.0098,0.0053,0.0074,0.0001,0.0001,0.0001,0.0001,0.0001,0.1687,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
292,SEALIP/TH/BNW/6,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,69.2317,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0030,0.0001,0.0697,0.0001,26.7023,0.0001,0.0001,0.1013,0.0110,0.0001,0.0050,0.0077,0.0001,0.3380,1.7737,0.0001,1.4483,0.0001,pXRF,Corrosion,
293,SEALIP/TH/BNW/7,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu chisel,86.3210,0.0001,1.0983,0.0050,0.0020,0.0050,0.0001,0.0001,0.0001,0.0001,0.0001,0.0600,0.0001,0.0120,0.0001,0.0347,0.0001,10.4033,0.0001,0.0001,0.0480,0.0001,0.0001,0.0001,0.0083,0.0001,0.3007,0.7280,0.0001,0.7880,0.0001,pXRF,Corrosion,
294,SEALIP/TH/BNW/8,Early Bronze Age (BA2),1000 - 900 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,85.8657,0.0001,0.8387,0.0063,0.0001,0.0023,0.0001,0.0001,0.0001,0.0001,0.0001,0.0073,0.0001,0.0107,0.0001,0.0280,0.0001,10.5210,0.0001,0.0001,0.0600,0.0001,0.0001,0.0030,0.0090,0.0001,0.2487,0.9620,0.0001,1.2247,0.0001,pXRF,Corrosion,
295,SEALIP/TH/BNW/9,Mid Bronze Age (BA3),900 - 800 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu axe,54.5043,0.0240,7.8573,0.0001,0.0001,0.0483,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0173,0.0001,0.0843,0.0001,32.9250,0.0001,0.0001,0.1270,0.0225,0.0001,0.0001,0.0260,0.0001,0.3123,1.9253,0.0001,1.6923,0.0001,-,Corrosion,
296,SEALIP/TH/BNW/10,Mid Bronze Age (BA4),800 - 700 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu arrowhead,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,-,Corrosion,
297,SEALIP/TH/BNW/11,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Pb'd Br cordiform artefact,0.0001,0.0006,6.5052,0.0001,0.0001,0.0573,0.0001,0.0001,0.0001,0.0001,0.0131,23.6692,0.0001,0.1094,0.0169,0.0001,0.0078,69.1118,0.1801,0.0440,0.0052,0.0001,0.0001,0.0001,0.0001,0.0001,0.2675,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
298,SEALIP/TH/BNW/12,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Pb frag,0.0001,0.0073,0.0000,0.0001,0.0001,0.0167,0.0001,0.0001,0.0001,0.0001,0.0000,99.5940,0.0001,0.0073,0.0044,0.0001,0.0269,0.0228,0.0065,0.0059,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.2029,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
299,SEALIP/TH/BNW/13,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Pb cordiform artefact,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Corrosion,
300,SEALIP/TH/BNW/14,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu bangle,0.0001,0.4012,5.6780,0.0001,0.0001,0.0472,0.0001,0.0001,0.0001,0.0001,0.0322,0.0818,0.0001,2.2145,0.0293,0.0001,0.0056,91.3993,0.0490,0.0184,0.0022,0.0001,0.0001,0.0001,0.0001,0.0001,0.0204,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
301,SEALIP/TH/BNW/15,Early Iron Age (IA1),420 - 200 BC,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Br bangle,0.0001,0.1706,6.0962,0.0001,0.0001,0.0742,0.0001,0.0001,0.0001,0.0001,0.0028,1.2079,0.0001,0.3585,0.0219,0.0001,0.0000,91.8985,0.0806,0.0136,0.0045,0.0001,0.0001,0.0001,0.0001,0.0001,0.0544,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
302,SEALIP/TH/BNW/16,Mid Iron Age (IA2),200 BC - AD 200,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Br bracelet,32.0027,0.0850,15.7697,0.0445,0.0001,0.0820,0.0001,0.0001,0.0001,0.0001,0.0001,0.0673,0.0001,0.1460,0.0001,0.1007,0.0001,42.0700,0.0437,0.0001,1.5207,0.0370,0.0001,0.0140,0.0430,0.4060,0.2950,1.1483,0.7313,4.7630,0.0001,pXRF,Corrosion,
303,SEALIP/TH/BNW/17,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Br bracelet,0.0001,0.0823,13.3429,0.0001,0.0001,0.0755,0.0001,0.0001,0.0001,0.0001,0.0201,1.0842,0.0001,0.5093,0.0323,0.0001,1.3415,83.0008,0.0857,0.0130,0.3198,0.0001,0.0001,0.0001,0.0001,0.0001,0.0533,0.0001,0.0001,0.0001,0.0001,Oxford EPMA,Metal,
304,SEALIP/TH/BNW/18,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Br bangle,57.1297,0.0700,9.0017,0.0180,0.0001,0.0070,0.0001,0.0001,0.0001,0.0001,0.0001,0.0173,0.0001,0.1260,0.0001,0.0440,0.0001,22.0827,0.0001,0.0001,1.5803,0.0320,0.0001,0.0203,0.0530,0.7595,0.2177,1.1540,1.9540,4.9257,0.0001,pRXF,Corrosion,
305,SEALIP/TH/BNW/19,Late Iron Age (IA3),AD 200 - 400,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Cu spiral ornament,75.2410,0.0200,4.1207,0.0080,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0133,0.0001,0.0480,0.0001,0.0290,0.0001,10.3550,0.0001,0.0001,6.1060,0.0001,0.0050,0.0170,0.0163,0.0960,0.1493,0.8800,0.6940,1.7163,0.0001,pXRF,Corrosion,
306,SEALIP/TH/BNW/20,Late Iron Age (IA4),AD 300 - 500,Ban Non Wat,102.276277°,15.267438°,cemetery,,Thailand,Pb'd br bowl/cup,69.6910,0.0577,6.1070,0.0215,0.0001,0.0237,0.0001,0.0001,0.0001,0.0001,0.0001,0.0147,0.0001,0.0557,0.0001,0.0513,0.0001,18.2407,0.0120,0.0001,1.0877,0.0210,0.0001,0.0070,0.0227,0.0001,0.5057,1.1767,0.5023,1.8090,0.0001,pXRF,Corrosion,
307,SEALIP/TH/BPT/1,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,,Thailand,bangle,0.0001,1.4437,11.8913,0.0001,0.0001,0.0001,0.0001,0.1200,0.0001,0.0150,0.0493,6.8627,0.0001,0.3463,0.0001,0.0001,0.0001,68.7580,0.0307,0.0133,0.1663,0.0001,0.1543,0.0001,0.2630,0.6580,0.0001,0.0001,1.8257,7.3857,0.0001,pXRF,,
308,SEALIP/TH/BPT/2,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,,Thailand,bangle,0.0001,0.0297,3.0487,0.0207,0.0001,0.0001,0.0001,0.0001,0.0001,0.0033,0.0001,0.0677,0.0001,0.0300,0.0001,0.0001,0.0001,79.0480,0.0001,0.0001,0.2467,0.0001,0.0001,0.0001,0.0001,0.0001,0.5093,0.0001,1.1740,15.7470,0.0001,pXRF,,
309,SEALIP/TH/BPT/3,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,,Thailand,amorphous,0.0001,0.0001,14.3700,0.0170,0.0001,0.0001,0.0001,0.1417,0.0001,0.0107,0.0001,4.1070,0.0001,0.1460,0.0001,0.0001,0.0001,77.2533,0.0001,0.0001,0.0780,0.0001,0.1763,0.0001,0.2913,0.0001,0.0001,0.0001,0.2880,2.8850,0.0001,pXRF,,
310,SEALIP/TH/BPT/4,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,,Thailand,amorphous,0.0001,0.4210,11.1547,0.0243,0.0001,0.0001,0.0001,0.0001,0.0001,0.0023,0.0001,1.0127,0.0001,0.2797,0.0067,0.0001,0.0001,80.1633,0.0001,0.0001,0.0503,0.0001,0.0001,0.0001,0.1227,0.0001,0.0001,0.0001,0.4707,6.2620,0.0001,pXRF,,
311,SEALIP/TH/BPT/5,Later Bronze Age,800-500 BC,Ban Phak Top,103.023739,17.319876,cemetery,,Thailand,bangle,0.0001,0.0001,5.4330,0.0001,0.0001,0.0001,0.0001,0.2207,0.0001,0.0230,0.0240,26.4950,0.0001,0.0001,0.0001,0.0001,0.0001,56.9717,0.0001,0.0001,0.2287,0.0001,0.0930,0.0001,0.1807,2.0067,0.0001,0.0001,0.0001,8.2857,0.0001,pXRF,,
312,SEALIP/TH/BT/1,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,,Thailand,amorphous,0.0001,0.0157,9.3627,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1857,0.0153,0.0070,0.6187,0.0001,0.0001,0.0001,87.7707,0.0237,0.0001,0.0743,0.0001,0.0001,0.0001,0.0153,0.2137,0.1583,0.0001,0.1057,1.3877,0.0001,pXRF,,
313,SEALIP/TH/BT/10,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,amorphous,0.0001,9.9803,0.0406,0.0160,0.0053,0.0376,0.0001,0.0001,0.0001,0.0459,0.0001,8.4141,0.0001,0.5797,0.0001,0.0001,0.0001,77.4740,0.0001,0.0001,0.3977,0.0001,0.0001,0.0001,0.0680,0.0001,0.0001,0.0001,0.0001,3.1995,0.0023,pXRF,,
314,SEALIP/TH/BT/2,Iron Age,500 BC - AD 300,Ban Tong,103.258446,17.363925,cemetery,,Thailand,wire/rod,0.0001,0.0000,3.0347,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0013,0.0001,0.0630,0.0001,0.0320,0.0001,0.0001,0.0001,95.3543,0.0001,0.0001,0.0373,0.0001,0.0001,0.0190,0.0580,0.0001,0.4617,0.0001,0.0703,0.7763,0.0001,pXRF,,
315,SEALIP/TH/BT/3,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,wire/rod,0.0001,0.0377,9.6320,0.0001,0.0001,0.0001,0.0001,0.0020,0.0001,0.0033,0.0467,0.3043,0.0001,0.1220,0.0080,0.0001,0.0001,83.0080,0.0001,0.0001,0.1183,0.0001,0.0160,0.0001,0.0323,0.0001,0.3940,0.0001,0.8250,5.3743,0.0001,pXRF,,
316,SEALIP/TH/BT/4,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,wire/rod,0.0001,0.0523,10.1273,0.0323,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0450,0.0001,0.0260,0.0001,0.0001,0.0001,88.9673,0.0001,0.0001,0.1360,0.0001,0.0280,0.0347,0.2203,0.0001,0.1730,0.0001,0.0210,0.0593,0.0001,pXRF,,
317,SEALIP/TH/BT/5,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,bangle,0.0001,0.0001,5.8600,0.0001,0.0001,0.0001,0.0001,0.0920,0.0001,0.0080,0.0067,1.9723,0.0001,0.0220,0.0467,0.0001,0.0001,86.7420,0.0317,0.0001,0.0563,0.0001,0.0420,0.0001,0.0603,0.3947,0.0001,0.0001,0.4877,4.1593,0.0001,pXRF,,
318,SEALIP/TH/BT/6,Early Iron Age,500 - 200 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,wire/rod,0.0001,0.0001,0.5257,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0085,0.0001,0.1215,0.0001,0.0037,0.0001,0.0001,0.0001,93.8005,0.0155,0.0001,0.0458,0.0001,0.0001,0.0123,0.0001,0.8805,0.5148,0.0001,0.2085,3.4553,0.0001,pXRF,,
319,SEALIP/TH/BT/7,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,amorphous,0.0001,0.0187,4.2107,0.0001,0.0001,0.2203,0.0001,0.0001,0.0001,0.0023,0.5337,0.1523,0.0210,2.3493,0.0001,0.0001,0.0001,89.6860,0.0287,0.0001,0.0243,0.0001,0.0001,0.0001,0.0001,1.0370,0.0001,0.0001,0.0001,1.7077,0.0001,pXRF,,
320,SEALIP/TH/BT/8,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,amorphous,0.0001,0.0001,0.3930,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0030,0.0001,0.0001,0.0001,0.0070,0.0001,0.0001,0.0001,92.5880,0.0310,0.0001,0.0250,0.0001,0.0001,0.0001,0.0001,0.0001,0.1820,0.0001,0.2980,6.4590,0.0001,pXRF,,
321,SEALIP/TH/BT/9,Later Bronze Age,800-500 BC,Ban Tong,103.258446,17.363925,cemetery,,Thailand,wire/rod,0.0001,0.1063,0.0001,0.0100,0.0001,0.0001,0.0001,0.0001,0.0001,0.0063,0.0001,0.1587,0.0001,0.8230,0.0001,0.0001,0.0001,97.1773,0.0001,0.0001,0.0560,0.0001,0.0097,0.0270,0.0313,0.0001,0.4553,0.0001,0.0477,0.9703,0.0001,pXRF,,
322,SEALIP/TH/DK/1,Late Iron Age,200 BC - AD 300,Don Klang,102.428432°,17.187304°,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,0.0001,0.1086,25.3317,0.0001,0.0001,0.1151,0.0001,0.0001,0.0001,0.0001,0.0001,0.1295,0.0001,0.0800,0.0001,0.0001,0.0001,73.8853,0.0656,0.0001,0.1105,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
323,SEALIP/TH/DK/10,Late Iron Age,200 BC - AD 300,Don Klang,102.539830,16.96142,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.1417,21.7633,0.1033,0.0001,0.0001,0.0001,0.0001,0.0001,0.0203,0.0001,0.2563,0.0001,0.5443,0.0001,0.0001,0.0001,66.9387,0.0001,0.0001,0.3793,0.0001,0.0001,0.0001,0.0001,3.4970,0.7970,0.0001,0.3850,4.9243,0.0001,pXRF,,
324,SEALIP/TH/DK/11,Late Iron Age,200 BC - AD 300,Don Klang,102.539831,16.96143,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0001,19.0140,0.0001,0.2137,0.0001,0.0001,1.7443,0.0001,0.1240,0.0001,27.3740,0.0001,0.0001,0.0001,0.0001,0.2650,39.9030,0.0001,0.0001,0.7420,0.0001,1.3730,0.0001,0.2990,3.7697,0.0001,0.0001,0.5207,4.1050,0.0001,pXRF,,
325,SEALIP/TH/DK/12,Late Iron Age,200 BC - AD 300,Don Klang,102.539832,16.96144,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.2263,29.9617,0.0800,0.0100,0.0001,0.0001,0.0001,0.0001,0.0093,0.0001,0.0843,0.0001,0.1297,0.0001,0.0001,0.0001,65.7377,0.0473,0.0001,0.2260,0.0001,0.0001,0.0001,0.0001,0.0001,0.2707,0.0001,0.2710,2.3250,0.0001,pXRF,,
326,SEALIP/TH/DK/13,Late Iron Age,200 BC - AD 300,Don Klang,102.539833,16.96145,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.2217,34.2807,0.0857,0.0001,0.0001,0.0001,0.0001,0.0001,0.0080,0.0243,0.1947,0.0001,0.2387,0.0001,0.0001,0.0001,58.0140,0.0120,0.0001,0.4087,0.0001,0.0001,0.0001,0.4017,0.4677,0.0001,0.0001,0.5337,4.2157,0.0001,pXRF,,
327,SEALIP/TH/DK/14,Late Iron Age,200 BC - AD 300,Don Klang,102.539834,16.96146,cemetery/settlement,Udon Thani Province,Thailand,bell,0.0001,0.0222,18.0752,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.4920,0.0001,0.0800,0.0001,0.0001,0.0001,77.7418,0.0001,0.0001,0.0528,0.0001,0.0001,0.0001,0.0233,0.0001,0.0001,0.0001,0.0615,3.3612,0.0001,pXRF,,
328,SEALIP/TH/DK/2,Late Iron Age,200 BC - AD 300,Don Klang,102.428432°,17.187304°,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,0.0001,0.2972,32.5201,0.0001,0.0001,0.1534,0.0001,0.0001,0.0001,0.0001,0.0001,0.3599,0.0105,0.1737,0.0001,0.0001,0.0001,64.9903,0.1100,0.0001,1.2249,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
329,SEALIP/TH/DK/3,Late Iron Age,200 BC - AD 300,Don Klang,102.428432°,17.187304°,cemetery/settlement,Udon Thani Province,Thailand,hi-Sn bangle,0.0001,0.1371,25.7787,0.0001,0.0001,0.1146,0.0001,0.0001,0.0001,0.0001,0.0108,0.2390,0.0001,0.1602,0.0001,0.0001,0.0001,73.1945,0.0511,0.0001,0.3001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,Mannheim EDXRF,Metal and corrosion,
330,SEALIP/TH/DK/4,Late Iron Age,200 BC - AD 300,Don Klang,102.539824,16.96136,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0001,28.6487,0.0173,0.0001,0.0001,0.0001,0.0777,0.0001,0.0163,0.0001,2.1890,0.0001,0.2627,0.0001,0.0001,0.0001,63.0767,0.0001,0.0001,1.0283,0.0001,0.1783,0.0001,0.0001,1.4760,0.0001,0.0001,0.3153,2.6463,0.0001,pXRF,,
331,SEALIP/TH/DK/5,Late Iron Age,200 BC - AD 300,Don Klang,102.539825,16.96137,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0980,28.8220,0.0933,0.0001,0.0001,0.0001,0.1467,0.0001,0.0157,0.0001,2.8957,0.0001,0.0001,0.0001,0.0001,0.0001,61.6743,0.0001,0.0001,0.7580,0.0001,0.1803,0.0001,0.2217,0.0001,0.0001,0.0001,0.3697,4.2173,0.0001,pXRF,,
332,SEALIP/TH/DK/6,Late Iron Age,200 BC - AD 300,Don Klang,102.539826,16.96138,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.1460,24.9713,0.0490,0.0001,0.0001,0.0001,0.0001,0.0001,0.0043,0.0001,0.0427,0.0001,0.1187,0.0001,0.0001,0.0001,72.4647,0.0107,0.0001,0.0663,0.0001,0.0001,0.0001,0.2467,0.0001,0.2210,0.0001,0.0813,1.1810,0.0001,pXRF,,
333,SEALIP/TH/DK/7,Late Iron Age,200 BC - AD 300,Don Klang,102.539827,16.96139,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.0913,23.8217,0.0303,0.0001,0.0001,0.0001,0.0001,0.0001,0.0117,0.0001,0.0537,0.0001,0.1417,0.0001,0.0001,0.0001,72.1317,0.0443,0.0001,0.1280,0.0001,0.0001,0.0001,0.0001,0.9660,0.3650,0.0001,0.2277,1.3163,0.0001,pXRF,,
334,SEALIP/TH/DK/8,Late Iron Age,200 BC - AD 300,Don Klang,102.539828,16.96140,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.2427,27.7547,0.0723,0.0001,0.0001,0.0001,0.0001,0.0001,0.0047,0.0060,0.1463,0.0001,0.1123,0.0001,0.0001,0.0001,68.2077,0.0257,0.0001,0.2943,0.0001,0.0001,0.0001,0.1773,0.4357,0.2410,0.0001,0.2543,1.6693,0.0001,pXRF,,
335,SEALIP/TH/DK/9,Late Iron Age,200 BC - AD 300,Don Klang,102.539829,16.96141,cemetery/settlement,Udon Thani Province,Thailand,wire/rod,0.0001,0.1617,26.5540,0.0917,0.0130,0.0001,0.0001,0.0001,0.0001,0.0150,0.0001,0.0833,0.0001,0.1033,0.0001,0.0001,0.0001,65.7923,0.0230,0.0001,0.2223,0.0001,0.0001,0.0001,0.0001,0.0001,0.6003,0.0001,0.3277,4.5150,0.0001,pXRF,,
336,SEALIP/TH/KS/1,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,,Thailand,casting splash,0.0001,0.0001,21.0840,0.0001,0.0001,0.0770,0.0001,0.0001,0.0001,0.0001,0.0001,0.2430,0.0001,0.0475,0.0001,0.0001,0.0001,78.4920,0.0250,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
337,SEALIP/TH/KS/2,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,,Thailand,drum,0.0001,0.0001,1.1530,0.0001,0.0001,0.0030,0.0001,0.0001,0.0001,0.0001,0.0001,0.0450,0.0001,0.3130,0.0001,0.0001,0.0001,98.2615,0.0205,0.0001,0.1855,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
338,SEALIP/TH/KS/3,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,,Thailand,bowl,0.0001,0.0001,21.7874,0.0001,0.0001,0.0210,0.0001,0.0001,0.0001,0.0001,0.0001,0.0208,0.0001,0.2820,0.0001,0.0001,0.0001,76.5910,0.2114,0.0706,0.8622,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
339,SEALIP/TH/KS/4,Early Iron Age,400 - 100 BC,Khao Sek, 99.080257, 9.958980,settlement,,Thailand,bowl,0.0001,0.0001,22.6691,0.0001,0.0001,0.0103,0.0001,0.0001,0.0001,0.0001,0.0001,0.0461,0.0001,0.3283,0.0001,0.0001,0.0001,76.0081,0.1391,0.0759,0.6667,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,,
