LABEL analytical,local/regional cultural attribution (can vary a lot!),Absolute period,Site,Easting - Longitude,Northing-Latitude,Type of site/context,Region,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb
SEALIP/VN/DTR/9,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,knife,2.16742838526133,0.894035340612893,38.8890855290438,15.6554509890001,18.593711601587
SEALIP/VN/DTR/10,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,thap fragment,2.11683807693085,0.859322884963483,38.7132449330912,15.7150363981816,18.289206682423
SEALIP/VN/DTR/11,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spear socket,2.09184577391687,0.838082244372696,39.3604901855739,15.7685825847185,18.8170125688121
SEALIP/VN/DTR/12,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,spearhead fragment,2.09638046663438,0.845835335224607,39.0045142602283,15.7364480652718,18.6066465500285
SEALIP/VN/DTR/13,Đồng Dầu,8e - 6e century BCE,Dai Trach,106.044083, 21.056258,,Bac Ninh Province,Vietnam,chisel,2.0860109938348,0.838461232453423,39.1149838836894,15.7211221249556,18.7522526943036
SEALIP/TH/NBJ/1,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11599212894378,0.855127069948698,38.8665908332429,15.706938315295,18.3693988208579
SEALIP/TH/NBJ/2,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral bangle,2.11518113824659,0.856114668054076,38.833580580349,15.7164374908378,18.3594592472024
SEALIP/TH/NBJ/3,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,thumb ring,2.11402825637064,0.85502362764664,38.8416055539979,15.7077261592355,18.3752126659136
SEALIP/TH/NBJ/4,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.1105391848299,0.861324193381166,38.6229993830182,15.7624057321436,18.300522268529
SEALIP/TH/NBJ/5,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11007849247162,0.861158148851712,38.6183634660058,15.75975188934,18.3032860964195
SEALIP/TH/NBJ/6,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11082360065933,0.860765622260892,38.6404404600353,15.7560178759504,18.3070820391202
SEALIP/TH/NBJ/7,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat ring,2.11170864783434,0.858493969648572,38.7103066678464,15.7357860279304,18.332281772591
SEALIP/TH/NBJ/8,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.1105061326463,0.858308222851093,38.7216053585066,15.7448083250065,18.3471750712321
SEALIP/TH/NBJ/9,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11003393400651,0.85858359697712,38.7091769990763,15.749249901854,18.346075384642
SEALIP/TH/NBJ/10,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.12076609431678,0.856097733558265,38.86251651539,15.6864311699435,18.3257747099019
SEALIP/TH/NBJ/11,Late Iron Age MP1,AD 200 - 400,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11083075036898,0.86323903351856,38.5575293801303,15.7647637598143,18.2665661282547
SEALIP/TH/NBJ/12,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,2.1122715491403,0.854882754031185,38.8449397408374,15.7175239373694,18.3901970746283
SEALIP/TH/NBJ/13,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,2.11229937228968,0.854869898384847,38.8507698621574,15.7197040520722,18.3920641007278
SEALIP/TH/NBJ/14,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11290957999382,0.856184733724652,38.8132916552663,15.7250021912467,18.3698779074103
SEALIP/TH/NBJ/15,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11494407272954,0.855965680669644,38.8398346294515,15.7179823820589,18.365076268476
SEALIP/TH/NBJ/16,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11350076675556,0.856114710724636,38.8291282814931,15.726549162944,18.3728886375469
SEALIP/TH/NBJ/17,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11332171942031,0.856219046691887,38.8279055750415,15.7289195189231,18.3733188914583
SEALIP/TH/NBJ/18,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11327107774807,0.85614359351336,38.8201667745024,15.7240426716553,18.369826830642
SEALIP/TH/NBJ/19,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.11376918763491,0.856290890764629,38.832349777525,15.7278534593294,18.3709064677826
SEALIP/TH/NBJ/20,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.16746518008407,0.892493583612895,38.8528528608575,15.7180081034176,18.3736183441839
SEALIP/TH/NBJ/21,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,flat bangle,2.16754967189924,0.903531330097278,38.8530291316815,15.7196950210919,18.3736283517436
SEALIP/TH/NBJ/22,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.16752278337493,0.901609809547057,38.6416914306006,15.7623965638574,18.3114153563418
SEALIP/TH/NBJ/23,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.16746350282719,0.902423386652168,38.6261505534619,15.7576101226701,18.3071371245858
SEALIP/TH/NBJ/24,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.16707883444534,0.902705347098642,38.6353246486214,15.7510096192717,18.3070790807398
SEALIP/TH/NBJ/25,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.16698427908891,0.891258843199469,38.6519912553408,15.7465996060046,18.3040788143528
SEALIP/TH/NBJ/26,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.16739237665276,0.902511372806516,38.6599685116668,15.7541351723749,18.3143856000498
SEALIP/TH/NBJ/28,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,large flat bangle,2.16738131724023,0.905416675734148,38.9071012084904,15.7122455525968,18.3761082250281
SEALIP/TH/NBJ/29,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.16736643158544,0.900512514427841,38.8451480230778,15.7163071698102,18.4187474344847
SEALIP/TH/NBJ/30,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.1676114683323,0.903887757710147,38.7264957246551,15.7377935954035,18.3306078542637
SEALIP/TH/NBJ/31,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.10699579615227,0.851824184630909,38.8788839592548,15.7193123442561,18.4533759491421
SEALIP/TH/NBJ/32,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.11084713818227,0.858808665002719,38.6946070430227,15.7406161001664,18.3320140996517
SEALIP/TH/NBJ/33,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.11024193872796,0.857469314806414,38.7316076050404,15.7360460766998,18.3553821267028
SEALIP/TH/NBJ/34,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.10598382821552,0.850134304088661,38.9134995844919,15.7056403073412,18.4784129780396
SEALIP/TH/NBJ/35,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.11671764584919,0.857884024873622,38.7739538495414,15.7181202478253,18.3184253434872
SEALIP/TH/NBJ/36,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.10996858030133,0.858191575222166,38.6988786373481,15.744188534908,18.3408873005334
SEALIP/TH/NBJ/37,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,silver ring,2.11008384994217,0.863578689182462,38.4880010644252,15.7454253984633,18.2403499529856
SEALIP/TH/NBJ/38,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bell,2.11065000087659,0.861658628149992,38.5823147819072,15.7495369023272,18.2792614956181
SEALIP/TH/NBJ/39,Late Iron Age MP2,AD 400 - 550,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bell,2.11752134189332,0.85531688005576,38.8796251966323,15.7009542302401,18.3611090650706
SEALIP/TH/NBJ/40,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.12179257811589,0.855704868785582,38.8917971742536,15.6788982195391,18.3296092969777
SEALIP/TH/NBJ/41,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.12883093689457,0.858521690498347,38.7911079882413,15.6543276013501,18.2224574770377
SEALIP/TH/NBJ/42,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.12872166836986,0.85842375398781,38.7907325625776,15.6539703120006,18.2227656357211
SEALIP/TH/NBJ/43,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,2.11705365109855,0.853842168735439,38.9093860938785,15.7042690462511,18.3790130938282
SEALIP/TH/NBJ/44,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,2.11813602988219,0.853787946971678,38.904155162964,15.6929058438021,18.3676732544883
SEALIP/TH/NBJ/45,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,anklet,2.1191715792981,0.854255206617482,38.9062675580319,15.6936074119646,18.3594270081641
SEALIP/TH/NBJ/46,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.11166336580358,0.857350498551288,38.7594926499049,15.7341562520282,18.3553390770646
SEALIP/TH/NBJ/47,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11694115981482,0.854701372247824,38.8930643735271,15.7006185292127,18.3726482922027
SEALIP/TH/NBJ/48,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11686731092529,0.852852386284479,38.9655183859456,15.6981864462964,18.4075138540476
SEALIP/TH/NBJ/49,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11542695738079,0.853422845587834,38.9306184368114,15.7040174401525,18.4033696477411
SEALIP/TH/NBJ/50,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11609810169252,0.858394498750603,38.7099665394664,15.7046319664531,18.2932990479856
SEALIP/TH/NBJ/51,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11976066605527,0.854732820487807,38.9017984827793,15.6873261433112,18.3517603137254
SEALIP/TH/NBJ/53,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,toe ring,2.11567873303495,0.854044340501385,38.9064791515992,15.7060818004841,18.3902510370092
SEALIP/TH/NBJ/54,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11743638733354,0.853492215322571,38.9404267422487,15.6978054094663,18.3906452940118
SEALIP/TH/NBJ/55,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,earring,2.11239613520207,0.851651828363045,38.9759873338783,15.7136835517103,18.4518648104135
SEALIP/TH/NBJ/56,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,2.11571087122187,0.855518017806894,38.8644380918863,15.7066485983992,18.3699591660814
SEALIP/TH/NBJ/57,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,2.11620711668763,0.855254536436504,38.8758810433002,15.7025405112374,18.3707946195179
SEALIP/TH/NBJ/58,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11587218352088,0.85359727462787,38.9164465013005,15.6915586049921,18.3933488606736
SEALIP/TH/NBJ/59,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11854044105245,0.853909791141679,38.9356599265899,15.6844007107311,18.3786028573841
SEALIP/TH/NBJ/60,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle (C-section),2.11726115046276,0.855698203453243,38.8490483284615,15.6922137783768,18.3493089583265
SEALIP/TH/NBJ/61,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11057863424584,0.861276322082619,38.5856723625001,15.7372865833404,18.2830297683418
SEALIP/TH/NBJ/62,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,earring,2.11103465941159,0.850983977608827,38.9892151152799,15.7080992867087,18.4694813652148
SEALIP/TH/NBJ/63,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bimetallic ring,2.10773450625904,0.852933087711464,38.8426653629342,15.7093956996374,18.4288316892164
SEALIP/TH/NBJ/64,Late Iron Age MP3,AD 550 - 600,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11479343958513,0.853794151655979,38.9060129530156,15.6983511817777,18.3975294575438
SEALIP/TH/NBJ/65,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle,2.11590953540993,0.854492953977521,38.8857108043656,15.6944269318399,18.3776388724709
SEALIP/TH/NBJ/66,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11426383576366,0.85453968701088,38.8805137533131,15.7055375475354,18.3892690775695
SEALIP/TH/NBJ/67,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11810138476078,0.853846825753939,38.9299313511976,15.6847390990886,18.3803846273163
SEALIP/TH/NBJ/68,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11839929816864,0.854200358650433,38.9249747717373,15.6864887256738,18.3744840075232
SEALIP/TH/NBJ/69,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.1187926799645,0.855178821110698,38.8837860970861,15.6852072667512,18.351643996094
SEALIP/TH/NBJ/70,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11782298533161,0.854165367476421,38.9113827293948,15.6851782563618,18.3731591948038
SEALIP/TH/NBJ/71,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11483784941799,0.853301281317451,38.9411421348753,15.7031059395484,18.4130846129078
SEALIP/TH/NBJ/72,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11529,0.85492,38.844,15.701,18.364
SEALIP/TH/NBJ/73,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.12349,0.85655,38.872,15.681,18.307
SEALIP/TH/NBJ/74,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.12344,0.85667,38.866,15.678,18.303
SEALIP/TH/NBJ/75,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,bangle ,2.11400335088103,0.8547488931288,38.8595110740858,15.7028768588325,18.3818819391552
SEALIP/TH/NBJ/76,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral,2.11334828103776,0.857680868729846,38.7717789368713,15.7260490234712,18.3459814539202
SEALIP/TH/NBJ/77,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,spiral,2.11242411818984,0.855234181295832,38.848186082396,15.7188434846225,18.390169899221
SEALIP/TH/NBJ/78,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,belt,2.11307088207572,0.852734316530053,38.8887237449575,15.684723462541,18.4038901103067
SEALIP/TH/NBJ/79,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11663138337292,0.855204771228768,38.8757365076616,15.6977722521297,18.3657598238152
SEALIP/TH/NBJ/80,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.11743826372018,0.855392263187418,38.8738529662245,15.6946951061217,18.3583662873048
SEALIP/TH/NBJ/81,Late Iron Age MP4,AD 600 - 850,Non Ban Jak,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Thailand,ring,2.116840533804,0.85525772872912,38.8727624948662,15.6961396441047,18.3631972514775
SEALIP/TH/KSO/1,Late Iron Age,200 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,wire,2.08147368123853,0.845699897340475,38.4513423316806,15.6243281799601,18.4723036699608
SEALIP/TH/KSO/2,Late Iron Age,201 BC - AD 300,Khao Sai On,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Thailand,hook,2.09906651106369,0.851385345453039,38.5108212968372,15.6221775413235,18.346810743627
SEALIP/TH/TK/1,,,Tha Kae,100.619445, 14.843889,,Lopburi Province,Thailand,metal?,2.11206250588351,0.856586454178311,38.7722349365183,15.7248562729107,18.3572121632239
SEALIP/TH/PKTL/1,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,knobbed bronze bowl,2.06441402730161,0.829787314756229,39.277992478405,15.7866998746846,19.0256879329986
SEALIP/TH/PKTL/2,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,bronze bowl,2.01860752359188,0.805643142701144,39.5575639862581,15.7856791715599,19.5962805224529
SEALIP/TH/PKTL/3,Early Iron Age,400 - 200 BC,Phu Khao Thong Langsuan, 99.082367,  9.914160,cave burial,Chumpon Province,Thailand,decorated lid,2.1079148351875,0.862362434308783,38.5303976389714,15.7595571770824,18.2781171597517
SEALIP/TH/SCP/1,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,animal figurine,2.10969390426693,0.862789245254609,38.5229876153015,15.7529128909154,18.2597313390138
SEALIP/TH/SCP/2,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,bangle,2.11565974428417,0.852886021314101,38.9541111014101,15.7024293443414,18.4119123386237
SEALIP/TH/SCP/3,Iron Age,400 BC - AD 300,Sab Champa,101.240427,15.052521,,Nakhon Ratchasima Province,Thailand,socketed axe,2.10790542310106,0.860932182264297,38.259474937096,15.6256713382551,18.1496683471378
SEALIP/TH/PTT/1,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.11600707367078,0.852863840729522,38.9648597344255,15.7033869806956,18.4136278684482
SEALIP/TH/PTT/2,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.1160741179488,0.85290662324472,38.963345236218,15.7027695704233,18.4126625703254
SEALIP/TH/PTT/3,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.11603634597868,0.852797588420837,38.9660423104809,15.7037394316628,18.4148379042494
SEALIP/TH/PTT/4,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.11345668989965,0.853203490580664,38.9174222954405,15.7107720781194,18.4142467292259
SEALIP/TH/PTT/5,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.10584930613671,0.850714336588749,38.9475758334051,15.7312716221303,18.4940773639154
SEALIP/TH/PTT/6,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,ring,2.10596057757037,0.850726687197466,38.9483295467358,15.7318289903824,18.4943884560175
SEALIP/TH/PTT/7,Early Iron Age,400 - 100 BC,Prommatin Tai,100.618757,14.992706,Burial,Lopburi Province,Thailand,lead strip,2.10890433999764,0.863012021812303,38.5006785743688,15.7480910835146,18.2566108802354
SEALIP/IN/TAN/1,,,Tanjure, 79.137827,10.786999,,Tamil Nadu,India,bowl,2.10870383868002,0.855234560098105,38.6698589961462,15.6805541131657,18.3383542604714
SEALIP/IN/TAX/1,,,Taxila, 72.839734, 33.746275,,,India,,2.09644705934641,0.856095650483217,38.6517183637428,15.7833693116543,18.4377530928198
SEALIP/IN/ADI/1,,,Aichanallur,77.873172,8.627942,,Tamil Nadu,India,big jar,1.97150673009657,0.795867823259017,39.4042355919041,15.9059853496517,19.9871026022005
SEALIP/IN/KOD/1,,500 - 200 BC,Kodumanal,77.512495,11.112701,,Tamil Nadu,India,strainer,2.16718207747406,0.920336615795979,36.1790347888936,15.364267249511,16.6945260893074
SEALIP/MY/HL29-1/1,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.1081288684845,0.857395438410144,38.6448040317998,15.7182415405017,18.3308307872903
SEALIP/MY/HL29-1/2,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.10880372893928,0.857738197711047,38.6592536860677,15.7249141619961,18.3320731834963
SEALIP/MY/HL29-1/3,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle,2.10829087902369,0.857394455495252,38.6714170216415,15.7271517117353,18.3425955391245
SEALIP/MY/HL29-1/4,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,bangle (double line),2.10858987140485,0.857859573072078,38.643899857851,15.7204415517614,18.3261540764652
SEALIP/MY/HL29-1/5,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,axe,2.09235908413585,0.847868407501117,38.6452833273117,15.6599859166643,18.4692035967896
SEALIP/MY/HL29-1/6,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,flat ring,2.05441853314621,0.827770135445132,39.0851825690189,15.7479674191218,19.0238365974763
SEALIP/MY/HL29-1/7,Mid Bronze Age,800-700 BC,Halin, 95.806511, 22.457735,cemetery,Sagaing Division,Myanmar,spiral square section ring,2.10424747835724,0.854970970139429,38.6695541066705,15.7119674353938,18.376188397151
SEALIP/LA/TPP/1,Early Bronze Age,1100 - 1000 BC,Tham Pà Ping,103.409722, 20.208611,burial,Houaphan Province,Laos,axe,2.10938403583579,0.855971885731983,38.767347835695,15.72904391971,18.3786164076574
SEALIP/LA/PBL/8,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Ge,2.10442,0.85401,38.78,15.736,18.428
SEALIP/LA/PBL/9,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Axe,2.10174331237329,0.849261858605004,38.9616886065857,15.7439245008466,18.5352566111343
SEALIP/LA/PBL/10,Early Iron Age,400 - 100 BC,Puen Baolo,105.925631, 16.951142,cemetery/settlement/copper smelting,Savannakhet Province,Laos,Bowtie ingot ,2.09311515399894,0.850377406459641,38.7374504280228,15.7432730677548,18.5102798824875
