,LABEL analytical,absolute period,Large period,Site,Site abrevation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin ,River basin coordinates-E,River basin coordinates-N,Country,Artefact type,O,Sb,Sn,Cd,Pd,Ag,Ru,Mo,Nb,Zr,Bi,Pb,Se,As,Au,W,Zn,Cu,Ni,Co,Fe,Mn,Cr,V,Ti,Al,S,Cl,P,Si,Mg,Analytical technique,Corrosion products,
313,SEALIP/TH/BPT/3,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,nd,14.3700,0.0170,nd,nd,nd,0.1417,nd,0.0107,nd,4.1070,nd,0.1460,nd,nd,nd,77.2533,nd,nd,0.0780,nd,0.1763,nd,0.2913,nd,nd,nd,0.2880,2.8850,nd,pXRF,Medium,
314,SEALIP/TH/BPT/4,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.4210,11.1547,0.0243,nd,nd,nd,nd,nd,0.0023,nd,1.0127,nd,0.2797,0.0067,nd,nd,80.1633,nd,nd,0.0503,nd,nd,nd,0.1227,nd,nd,nd,0.4707,6.2620,nd,pXRF,Low,
315,SEALIP/TH/BPT/5,800-500 BC,Bronze Age,Ban Phak Top,BPT,103.023739,17.319876,cemetery,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,5.4330,nd,nd,nd,nd,0.2207,nd,0.0230,0.0240,26.4950,nd,nd,nd,nd,nd,56.9717,nd,nd,0.2287,nd,0.0930,nd,0.1807,2.0067,nd,nd,nd,8.2857,nd,pXRF,Medium,
316,SEALIP/TH/BT/1,500 BC - AD 300,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0157,9.3627,nd,nd,nd,nd,nd,nd,nd,0.1857,0.0153,0.0070,0.6187,nd,nd,nd,87.7707,0.0237,nd,0.0743,nd,nd,nd,0.0153,0.2137,0.1583,nd,0.1057,1.3877,nd,pXRF,Low,
317,SEALIP/TH/BT/10,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,9.9803,0.0406,0.0160,0.0053,0.0376,nd,nd,nd,0.0459,nd,8.4141,nd,0.5797,nd,nd,nd,77.4740,nd,nd,0.3977,nd,nd,nd,0.0680,nd,nd,nd,nd,3.1995,0.0023,pXRF,Low,
318,SEALIP/TH/BT/2,500 BC - AD 300,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0000,3.0347,nd,nd,nd,nd,nd,nd,0.0013,nd,0.0630,nd,0.0320,nd,nd,nd,95.3543,nd,nd,0.0373,nd,nd,0.0190,0.0580,nd,0.4617,nd,0.0703,0.7763,nd,pXRF,High,
319,SEALIP/TH/BT/3,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0377,9.6320,nd,nd,nd,nd,0.0020,nd,0.0033,0.0467,0.3043,nd,0.1220,0.0080,nd,nd,83.0080,nd,nd,0.1183,nd,0.0160,nd,0.0323,nd,0.3940,nd,0.8250,5.3743,nd,pXRF,Medium,
320,SEALIP/TH/BT/4,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0523,10.1273,0.0323,nd,nd,nd,nd,nd,nd,nd,0.0450,nd,0.0260,nd,nd,nd,88.9673,nd,nd,0.1360,nd,0.0280,0.0347,0.2203,nd,0.1730,nd,0.0210,0.0593,nd,pXRF,Low,
321,SEALIP/TH/BT/5,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,nd,5.8600,nd,nd,nd,nd,0.0920,nd,0.0080,0.0067,1.9723,nd,0.0220,0.0467,nd,nd,86.7420,0.0317,nd,0.0563,nd,0.0420,nd,0.0603,0.3947,nd,nd,0.4877,4.1593,nd,pXRF,Medium,
322,SEALIP/TH/BT/6,500 - 200 BC,Iron Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,0.5257,nd,nd,nd,nd,nd,nd,0.0085,nd,0.1215,nd,0.0037,nd,nd,nd,93.8005,0.0155,nd,0.0458,nd,nd,0.0123,nd,0.8805,0.5148,nd,0.2085,3.4553,nd,pXRF,Low,
323,SEALIP/TH/BT/7,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,0.0187,4.2107,nd,nd,0.2203,nd,nd,nd,0.0023,0.5337,0.1523,0.0210,2.3493,nd,nd,nd,89.6860,0.0287,nd,0.0243,nd,nd,nd,nd,1.0370,nd,nd,nd,1.7077,nd,pXRF,Low,
324,SEALIP/TH/BT/8,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Fragment,nd,nd,0.3930,nd,nd,nd,nd,nd,nd,0.0030,nd,nd,nd,0.0070,nd,nd,nd,92.5880,0.0310,nd,0.0250,nd,nd,nd,nd,nd,0.1820,nd,0.2980,6.4590,nd,pXRF,Medium,
325,SEALIP/TH/BT/9,800-500 BC,Bronze Age,Ban Tong,BT,103.258446,17.363925,cemetery,Sakhon Nakhon Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.1063,nd,0.0100,nd,nd,nd,nd,nd,0.0063,nd,0.1587,nd,0.8230,nd,nd,nd,97.1773,nd,nd,0.0560,nd,0.0097,0.0270,0.0313,nd,0.4553,nd,0.0477,0.9703,nd,pXRF,Low,
326,SEALIP/TH/DK/1,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1086,25.3317,nd,nd,0.1151,nd,nd,nd,nd,nd,0.1295,nd,0.0800,nd,nd,nd,73.8853,0.0656,nd,0.1105,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
327,SEALIP/TH/DK/10,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.1417,21.7633,0.1033,nd,nd,nd,nd,nd,0.0203,nd,0.2563,nd,0.5443,nd,nd,nd,66.9387,nd,nd,0.3793,nd,nd,nd,nd,3.4970,0.7970,nd,0.3850,4.9243,nd,pXRF,Low,
328,SEALIP/TH/DK/11,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,19.0140,nd,0.2137,nd,nd,1.7443,nd,0.1240,nd,27.3740,nd,nd,nd,nd,0.2650,39.9030,nd,nd,0.7420,nd,1.3730,nd,0.2990,3.7697,nd,nd,0.5207,4.1050,nd,pXRF,Medium,
329,SEALIP/TH/DK/12,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.2263,29.9617,0.0800,0.0100,nd,nd,nd,nd,0.0093,nd,0.0843,nd,0.1297,nd,nd,nd,65.7377,0.0473,nd,0.2260,nd,nd,nd,nd,nd,0.2707,nd,0.2710,2.3250,nd,pXRF,Low,
330,SEALIP/TH/DK/13,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.2217,34.2807,0.0857,nd,nd,nd,nd,nd,0.0080,0.0243,0.1947,nd,0.2387,nd,nd,nd,58.0140,0.0120,nd,0.4087,nd,nd,nd,0.4017,0.4677,nd,nd,0.5337,4.2157,nd,pXRF,Low,
331,SEALIP/TH/DK/14,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bell,nd,0.0222,18.0752,nd,nd,nd,nd,nd,nd,nd,nd,0.4920,nd,0.0800,nd,nd,nd,77.7418,nd,nd,0.0528,nd,nd,nd,0.0233,nd,nd,nd,0.0615,3.3612,nd,pXRF,Medium,
332,SEALIP/TH/DK/2,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.2972,32.5201,nd,nd,0.1534,nd,nd,nd,nd,nd,0.3599,0.0105,0.1737,nd,nd,nd,64.9903,0.1100,nd,1.2249,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
333,SEALIP/TH/DK/3,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1371,25.7787,nd,nd,0.1146,nd,nd,nd,nd,0.0108,0.2390,nd,0.1602,nd,nd,nd,73.1945,0.0511,nd,0.3001,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
334,SEALIP/TH/DK/4,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,nd,28.6487,0.0173,nd,nd,nd,0.0777,nd,0.0163,nd,2.1890,nd,0.2627,nd,nd,nd,63.0767,nd,nd,1.0283,nd,0.1783,nd,nd,1.4760,nd,nd,0.3153,2.6463,nd,pXRF,Low,
335,SEALIP/TH/DK/5,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0980,28.8220,0.0933,nd,nd,nd,0.1467,nd,0.0157,nd,2.8957,nd,nd,nd,nd,nd,61.6743,nd,nd,0.7580,nd,0.1803,nd,0.2217,nd,nd,nd,0.3697,4.2173,nd,pXRF,High,
336,SEALIP/TH/DK/6,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.1460,24.9713,0.0490,nd,nd,nd,nd,nd,0.0043,nd,0.0427,nd,0.1187,nd,nd,nd,72.4647,0.0107,nd,0.0663,nd,nd,nd,0.2467,nd,0.2210,nd,0.0813,1.1810,nd,pXRF,Low,
337,SEALIP/TH/DK/7,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.0913,23.8217,0.0303,nd,nd,nd,nd,nd,0.0117,nd,0.0537,nd,0.1417,nd,nd,nd,72.1317,0.0443,nd,0.1280,nd,nd,nd,nd,0.9660,0.3650,nd,0.2277,1.3163,nd,pXRF,Low,
338,SEALIP/TH/DK/8,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.2427,27.7547,0.0723,nd,nd,nd,nd,nd,0.0047,0.0060,0.1463,nd,0.1123,nd,nd,nd,68.2077,0.0257,nd,0.2943,nd,nd,nd,0.1773,0.4357,0.2410,nd,0.2543,1.6693,nd,pXRF,Low,
339,SEALIP/TH/DK/9,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Wire,nd,0.1617,26.5540,0.0917,0.0130,nd,nd,nd,nd,0.0150,nd,0.0833,nd,0.1033,nd,nd,nd,65.7923,0.0230,nd,0.2223,nd,nd,nd,nd,nd,0.6003,nd,0.3277,4.5150,nd,pXRF,Low,
340,SEALIP/TH/KS/1,400 - 100 BC,Iron Age,Khao Sek,KS, 99.080257, 9.958980,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Casting spillage,nd,nd,21.0840,nd,nd,0.0770,nd,nd,nd,nd,nd,0.2430,nd,0.0475,nd,nd,nd,78.4920,0.0250,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Medium,
341,SEALIP/TH/KS/2,400 - 100 BC,Iron Age,Khao Sek,KS, 99.080257, 9.958980,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Drum,nd,nd,1.1530,nd,nd,0.0030,nd,nd,nd,nd,nd,0.0450,nd,0.3130,nd,nd,nd,98.2615,0.0205,nd,0.1855,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Medium,
342,SEALIP/TH/KS/3,400 - 100 BC,Iron Age,Khao Sek,KS, 99.080257, 9.958980,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,21.7874,nd,nd,0.0210,nd,nd,nd,nd,nd,0.0208,nd,0.2820,nd,nd,nd,76.5910,0.2114,0.0706,0.8622,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Low,
343,SEALIP/TH/KS/4,400 - 100 BC,Iron Age,Khao Sek,KS, 99.080257, 9.958980,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,22.6691,nd,nd,0.0103,nd,nd,nd,nd,nd,0.0461,nd,0.3283,nd,nd,nd,76.0081,0.1391,0.0759,0.6667,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Medium,
344,SEALIP/TH/KS/5,400 - 100 BC,Iron Age,Khao Sek,KS, 99.080257, 9.958980,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,23.3685,nd,nd,0.1257,nd,nd,nd,nd,nd,0.0126,nd,0.2674,nd,nd,nd,75.7899,0.0852,0.0496,0.2354,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,,Medium,
345,SEALIP/TH/KSK/1,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bangle,nd,nd,18.8000,nd,nd,0.1650,nd,nd,nd,nd,0.0300,0.1130,nd,0.0610,nd,nd,nd,80.6466,0.0140,nd,0.0100,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
346,SEALIP/TH/KSK/2,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,18.5000,nd,nd,0.0100,nd,nd,nd,nd,0.0140,nd,nd,0.3710,nd,nd,nd,80.4506,0.1060,0.0440,0.5000,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
347,SEALIP/TH/KSK/3,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,14.8000,nd,nd,0.1900,nd,nd,nd,nd,0.1400,nd,nd,0.0200,nd,nd,0.0700,84.4000,nd,nd,0.0300,nd,nd,nd,nd,nd,0.3100,nd,nd,nd,nd,London EPMA,Low,
348,SEALIP/TH/KSK/4,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,nd,24.0000,nd,nd,0.0200,nd,nd,nd,nd,0.0200,nd,nd,0.4400,nd,nd,0.0600,74.5000,0.2400,0.1000,0.4200,nd,nd,nd,nd,nd,0.1200,nd,nd,nd,nd,London EPMA,Low,
349,SEALIP/TH/KSK/5,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Ingot,nd,nd,22.2000,nd,nd,0.1100,nd,nd,nd,nd,0.0300,0.0200,nd,nd,nd,nd,0.0500,77.2000,0.0100,nd,0.0200,nd,nd,nd,nd,nd,0.3200,nd,nd,nd,nd,London EPMA,Low,
350,SEALIP/TH/KSK/6,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Drum,nd,0.0107,10.2436,nd,nd,0.0110,nd,nd,nd,nd,0.0509,10.3907,nd,nd,nd,nd,nd,79.1109,0.0345,nd,0.1166,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
351,SEALIP/TH/KSK/7,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Mirror,nd,0.3054,26.4169,nd,nd,0.1190,nd,nd,nd,nd,0.0197,4.2288,nd,nd,nd,nd,nd,68.5896,0.1249,0.0425,0.1381,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
352,SEALIP/TH/KSK/8,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Point,nd,0.0869,11.7400,nd,nd,0.1121,nd,nd,nd,nd,nd,2.0987,0.0098,0.1424,0.0605,nd,nd,82.5859,0.1568,0.2202,2.6941,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
353,SEALIP/TH/KSK/9,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bell,nd,1.7474,8.1250,nd,nd,0.1152,nd,nd,nd,nd,nd,7.3801,0.0141,0.4628,nd,nd,nd,81.8704,0.1956,0.0145,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
354,SEALIP/TH/KSK/10,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,0.0214,30.4657,nd,nd,0.0116,nd,nd,nd,nd,0.0334,0.0479,0.0050,0.4788,0.0373,nd,nd,67.8165,0.0852,0.0726,0.8872,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Low,
355,SEALIP/TH/KSK/11,400 - 100 BC,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,settlement,Chumpon Province,Maritime,99.1944,10.5720,Thailand,Bowl,nd,0.0000,24.1837,nd,nd,0.0127,nd,nd,nd,nd,0.0111,0.0750,nd,0.3111,0.0275,nd,0.0061,74.6148,0.1993,0.0929,0.4134,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Oxford EPMA,Medium,
356,SEALIP/TH/KSO/1,200 BC - AD 300,Iron Age,Khao Sai On - Khao Din,KSO,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Wire,nd,nd,12.3773,nd,nd,nd,nd,nd,nd,nd,0.0340,nd,0.0180,0.1100,nd,nd,nd,81.9173,nd,nd,0.4967,nd,nd,nd,nd,nd,0.6850,nd,0.0490,4.3097,nd,pXRF,Medium,
357,SEALIP/TH/KSO/2,200 BC - AD 300,Iron Age,Khao Sai On - Khao Din,KSO,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Hook,nd,nd,18.9200,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,0.0360,nd,nd,nd,78.4043,0.0300,nd,0.1243,nd,nd,nd,nd,nd,0.3043,nd,nd,2.1687,nd,pXRF,Medium,
358,SEALIP/TH/KSO/3,200 BC - AD 300,Iron Age,Khao Sai On - Khao Din,KSO,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Bangle,nd,nd,7.9187,nd,nd,nd,nd,0.0163,0.0110,nd,nd,nd,nd,0.0687,nd,0.4995,1.2190,86.0640,nd,nd,0.0507,nd,nd,nd,nd,nd,0.4757,nd,nd,3.8393,nd,pXRF,Medium,
359,SEALIP/TH/KSO/4,200 BC - AD 300,Iron Age,Khao Sai On - Khao Din,KSO,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Bangle,nd,nd,10.2450,0.1057,nd,nd,nd,nd,nd,nd,0.0120,0.0597,0.0160,0.2280,nd,nd,0.1847,87.3207,0.0950,nd,0.2377,nd,nd,nd,nd,nd,0.3230,nd,nd,4.1310,nd,pXRF,Low,
360,SEALIP/TH/KSO/15,200 BC - AD 300,Iron Age,Khao Sai On ,KSO,100.729883, 14.784515,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,100.2710,14.5457,Thailand,Bangle,nd,nd,6.8630,nd,nd,nd,nd,nd,nd,nd,nd,0.2323,nd,nd,nd,nd,nd,92.2667,0.1193,nd,0.1200,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,pXRF,Medium,
361,SEALIP/TH/KW/1,400 - 100 BC,Iron Age,Wat Kiri Wongkaram,KW,99.935802,9.456126,Ko Samui (stored Chaiya Museum),Chumpon Province,Maritime,99.1944,10.5720,Thailand,Drum,nd,0.0804,15.8458,nd,nd,0.0525,nd,nd,nd,nd,0.0370,8.5414,nd,1.1537,nd,nd,0.7293,73.2499,0.0413,0.0137,0.2496,nd,nd,nd,nd,nd,nd,nd,nd,nd,nd,Mannheim EDXRF,Medium,
362,SEALIP/TH/NBJ/1,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,bangle,nd,nd,28.2213,nd,nd,nd,nd,nd,nd,nd,nd,0.0657,nd,0.1663,nd,nd,nd,67.4873,nd,nd,0.3210,nd,nd,nd,nd,nd,nd,nd,0.1180,3.6167,nd,pXRF,High,
363,SEALIP/TH/NBJ/2,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1573,35.4050,0.0460,nd,nd,nd,nd,nd,nd,0.0167,0.1810,nd,0.1607,0.0420,nd,nd,62.1823,nd,nd,1.0397,nd,nd,nd,nd,nd,nd,nd,0.0400,0.7380,nd,pXRF,High,
364,SEALIP/TH/NBJ/3,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.1090,27.2000,0.0413,nd,nd,nd,nd,nd,nd,nd,0.0487,nd,0.1410,nd,nd,nd,71.6847,0.0603,nd,0.0900,nd,nd,nd,0.1800,nd,0.0933,nd,nd,0.4343,nd,pXRF,Low,
365,SEALIP/TH/NBJ/4,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.4163,37.9123,nd,nd,0.3433,nd,nd,nd,nd,nd,0.2213,nd,0.0877,0.0295,nd,nd,56.3937,nd,nd,3.6787,nd,nd,nd,nd,nd,nd,nd,0.0893,0.7373,nd,pXRF,High,
366,SEALIP/TH/NBJ/5,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1700,17.4070,0.0227,nd,nd,nd,nd,nd,0.0110,nd,0.1197,nd,0.0600,nd,nd,nd,65.2860,nd,nd,10.0617,0.0330,nd,nd,nd,nd,nd,nd,0.3020,6.5213,nd,pXRF,High,
367,SEALIP/TH/NBJ/6,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.2957,28.6473,0.0170,nd,0.2917,nd,nd,nd,nd,nd,0.1610,nd,0.1010,nd,nd,nd,67.9923,nd,nd,1.8520,nd,nd,nd,0.1560,nd,nd,nd,0.0537,0.5030,nd,pXRF,High,
368,SEALIP/TH/NBJ/7,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,nd,18.2730,nd,nd,nd,nd,nd,nd,nd,nd,0.1003,nd,0.1147,nd,nd,nd,73.1590,nd,nd,5.0503,nd,nd,nd,nd,nd,nd,nd,nd,3.2760,nd,pXRF,High,
369,SEALIP/TH/NBJ/8,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.2510,23.9680,0.0160,nd,nd,nd,nd,nd,nd,nd,0.0787,nd,0.0933,nd,nd,nd,73.1020,0.0275,nd,0.5200,nd,nd,nd,nd,nd,nd,nd,0.0510,1.9273,nd,pXRF,High,
370,SEALIP/TH/NBJ/9,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Ring,nd,0.3260,24.3050,0.0140,nd,0.3827,nd,nd,nd,nd,nd,0.0750,nd,0.1230,nd,nd,nd,72.8590,0.0340,nd,1.6870,nd,nd,nd,nd,nd,nd,nd,nd,0.2175,nd,pXRF,High,
371,SEALIP/TH/NBJ/10,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.1800,33.7143,0.0220,nd,0.2340,nd,nd,nd,nd,0.0323,2.3523,nd,0.1127,0.0317,nd,nd,62.6310,nd,nd,0.2700,nd,nd,nd,nd,nd,nd,nd,nd,0.4157,nd,pXRF,High,
372,SEALIP/TH/NBJ/11,AD 200 - 400,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.0577,27.9760,0.0230,nd,nd,nd,nd,nd,nd,nd,0.3617,nd,0.0270,0.0220,nd,nd,69.2557,nd,nd,1.3147,nd,nd,nd,nd,nd,nd,nd,0.0520,0.8617,nd,pXRF,High,
373,SEALIP/TH/NBJ/12,AD 400 - 550,Iron Age,Non Ban Jak,NBJ,102.170275, 15.258581,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,103.0502,16.2018,Thailand,Bangle,nd,0.2403,14.7813,nd,nd,0.3303,nd,nd,nd,0.0077,0.2797,6.4200,nd,2.6913,nd,nd,nd,72.8813,0.0497,nd,0.7040,nd,nd,nd,0.1070,nd,nd,nd,nd,1.5323,nd,pXRF,Low,
