LABEL analytical,Absolute period,Large period,Site,Site abreviation,Easting - Longitude,Northing-Latitude,Type of site/context,Region,River basin,Country,Artefact type,208Pb/206Pb,207Pb/206Pb,208Pb/204Pb,207Pb/204Pb,206Pb/204Pb,Corrosion products,Alloy
SEALIP/MY/PDHT/3,,,Pala Dauk Hter Taung (Copper Footprint Mountain),PDHT,,,,,,Myanmar,Ore,"2,030372864","0,8291214672","38,15960394","15,59161796","18,79501681",Ore,
SEALIP/MY/ST/1,,,Sabad Taung (Jasmine Mountain),ST,,,,,,Myanmar,Ore,"1,432507053","0,5760513581","40,42198797","16,25786417","28,21855045",Ore,
SEALIP/MY/ST/2,,,Sabad Taung (Jasmine Mountain),ST,,,,,,Myanmar,Ore,"1,954521387","0,7343208864","42,28149666","15,88522329","21,63462242",Ore,
SEALIP/MY/ST/3,,,Sabad Taung (Jasmine Mountain),ST,,,,,,Myanmar,Ore,"1,971184959","0,7493835769","41,79631893","15,8890318","21,20447262",Ore,
SEALIP/MY/KAW/1,,Modern,Kawlin,KAW,95.310,23.4230,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,125287954","0,8547116798","38,90375452","15,64612364","18,30558711",Ore,
SEALIP/MY/KAW/2,,Modern,Kawlin,KAW,95.310,23.4230,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,125204898","0,8546884731","38,90038779","15,64560023","18,30490281",Ore,
SEALIP/MY/KAW/3,,Modern,Kawlin,KAW,95.310,23.4230,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,124293578","0,8542554464","38,92061822","15,65236349","18,32209531",Ore,
SEALIP/MY/TKM/1,,Modern,Thabeik Kyinn,TKM,,,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,102239729","0,8492361716","38,9993747","15,74570884","18,55152823",Ore,
SEALIP/MY/TKM/2,,Modern,Thabeik Kyinn,TKM,,,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,111508313","0,857142551","38,75933768","15,72515489","18,3564137",Ore,
SEALIP/MY/TKM/3,,Modern,Thabeik Kyinn,TKM,,,modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,107534274","0,8586611348","38,6730247","15,75730906","18,35025559",Ore,
SEALIP/MY/MIN/1,,Modern,Mingan,MIN,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,094445916","0,8342962593","39,44494418","15,70365762","18,83330279",Ore,
SEALIP/MY/MIN/2,,Modern,Mingan,MIN,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,183337539","0,8234822666","41,69883392","15,7186632","19,09885437",Ore,
SEALIP/MY/MIN/3,,Modern,Mingan,MIN,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,21771162","0,8169567397","42,71133562","15,72523859","19,25961179",Ore,
SEALIP/MY/NTL/1,,Modern,"Nant Twin village, Lashio",NTL,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,041522105","0,8219090436","39,17510382","15,76297423","19,18935358",Ore,
SEALIP/MY/NTL/2,,Modern,"Nant Twin village, Lashio",NTL,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,039734564","0,8221192967","39,13320599","15,76394622","19,18562982",Ore,
SEALIP/MY/NTL/3,,Modern,"Nant Twin village, Lashio",NTL,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,037483353","0,8203774064","39,17177245","15,76344624","19,22575658",Ore,
SEALIP/MY/BAW/1,,Modern,"Baw Mountain, Kyaukse",BAW,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,105772744","0,8559232215","38,80546889","15,76429574","18,42831891",Ore,
SEALIP/MY/BAW/2,,Modern,"Baw Mountain, Kyaukse",BAW,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,106605249","0,8562656737","38,81362043","15,76768219","18,4249061",Ore,
SEALIP/MY/BAW/3,,Modern,"Baw Mountain, Kyaukse",BAW,,,,,Irrawady/Chindwin river basin ,Myanmar,Ore,"2,104717112","0,8554357664","38,79563042","15,75717984","18,43288749",Ore,
SEALIP/MY/BWD/1,,Modern,Bawdwin,BWD,97.1749,23.633,Modern mine,,Irrawady/Chindwin river basin ,Myanmar,Copper,"2,10864574","0,8594762321","38,76704494","15,79251422","18,38498867",Low,
SEALIP/MY/BWD/2,,Modern,Bawdwin,BWD,97.1749,23.633,Modern mine,,Irrawady/Chindwin river basin ,Myanmar,Slag,"2,10902279","0,859434494","38,78739073","15,79721066","18,39134858",Slag,
SEALIP/MY/YTCM/1,,Modern,"Yang Tse Copper, Monywa",YTCM,,,Modern mine,,Irrawady/Chindwin river basin ,Myanmar,Ingot,"2,116543059","0,8725171435","37,85305989","15,59574708","17,88455615",Low,
SEALIP/PNG/SASI/1,200 BCE - 200 CE,Metal Age,Sasi,SASI,147.310862,-2.443609,Raised beach deposit,Papua New Guinea,Maritime,Papua New Guinea,Fragment,"2,07","0,83943","38,401","15,572","18,551",Medium,Bronze
SEALIP/PH/SVG/1,200 BC - AD 200,Metal Age,Savidug. Batanes,SVG,121.887924,20.310948,Jar burial,,Maritime,Philippines,Casting spillage,"2,0926","0,84975","38,594","15,672","18,443",Low,Bronze
SEALIP/SL/TSS/1,AD 100 - 200,Historic,Tissamaharama,TSS,81.291421,6.279804,,Southern Sri Lanka,Indian sub-continent,Sri Lanka,Vessel,"2,04383","0,82638","38,91824","15,73577","19,04183",,Bronze
SEALIP/SL/TSS/2,AD 100 - 200,Historic,Tissamaharama,TSS,81.291421,6.279804,,Southern Sri Lanka,Indian sub-continent,Sri Lanka,Vessel,"2,08909","0,85931","37,98415","15,62409","18,18213",,Bronze
SEALIP/SL/TSS/3,AD 0 - 200,Historic,Tissamaharama,TSS,81.291421,6.279804,,Southern Sri Lanka,Indian sub-continent,Sri Lanka,Vessel,"2,08023","0,84791","38,19095","15,56668","18,35896",,Bronze
SEALIP/SL/TSS/4,AD 200 - 300,Historic,Tissamaharama,TSS,81.291421,6.279804,,Southern Sri Lanka,Indian sub-continent,Sri Lanka,Vessel,"2,08239","0,85208","38,21229","15,63582","18,35020",,Bronze
SEALIP/SL/TSS/5,AD 0 - 100,Historic,Tissamaharama,TSS,81.291421,6.279804,,Southern Sri Lanka,Indian sub-continent,Sri Lanka,Vessel,"2,11821","0,88597","37,23322","15,57333","17,57769",,Bronze
SEALIP/TH/BC/1,1100-900 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Spearhead,"2,1077","0,85685","38,681","15,725","18,352",Low,Bronze
SEALIP/TH/BC/2,1100-800 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,0964","0,84794","38,739","15,669","18,479",Low,Bronze
SEALIP/TH/BC/3,1100-800 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,0963","0,84788","38,742","15,67","18,481",Medium,Bronze
SEALIP/TH/BC/4,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,1076","0,85678","38,67","15,72","18,348",Medium,Bronze
SEALIP/TH/BC/5,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Arrowhead,"2,0872","0,8431","38,768","15,66","18,574",Medium,Bronze
SEALIP/TH/BC/6,800-500 BC,Bronze Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,bangle,"2,1049","0,85542","38,669","15,715","18,371",High,Bronze
SEALIP/TH/BC/7,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,1072","0,86165","38,509","15,747","18,275",Low,Leaded bronze
SEALIP/TH/BC/9,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,107","0,86174","38,514","15,752","18,279",Low,
SEALIP/TH/BC/10,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,1051","0,85084","38,94","15,739","18,498",Low,Leaded bronze
SEALIP/TH/BC/11,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Crucible prill,"2,115","0,85744","38,812","15,735","18,351",Low,Bronze
SEALIP/TH/BC/12,500-200 BC,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Crucible prill,"2,1137","0,85695","38,782","15,723","18,348",Low,Copper
SEALIP/TH/BC/13,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Crucible prill,"2,0911","0,8358","39,438","15,763","18,86",Low,Copper
SEALIP/TH/BC/14,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Crucible prill,"2,0905","0,83451","39,519","15,776","18,904",High,Leaded bronze
SEALIP/TH/BC/15,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,1197","0,85568","38,829","15,674","18,318",Low,Bronze
SEALIP/TH/BC/16,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bowl,"2,1051","0,85105","38,923","15,736","18,49",Medium,Leaded bronze
SEALIP/TH/BC/17,200 BC - AD 300,Iron Age,Ban Chiang,BC,103.241775,17.404531,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,1073","0,85443","38,873","15,762","18,447",Medium,Leaded bronze
SEALIP/TH/DK/1,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Bangle,"2,1155","0,85602","38,741","15,676","18,447",Medium,Bronze
SEALIP/TH/DK/2,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Wire,"2,1116","0,85483","38,82","15,715","18,384",Medium,Bronze
SEALIP/TH/DK/3,200 BC - AD 300,Iron Age,Don Klang,DK,102.428432,17.187304,cemetery/settlement,Udon Thani Province,Chi/Mun river basin,Thailand,Fragment,"2,111","0,8545","38,769","15,693","18,365",Medium,Bronze
SEALIP/TH/BDTP/1,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bowl,"2,1037","0,859","38,573","15,751","18,336",Low,Leaded bronze
SEALIP/TH/BDTP/2,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bowl,"2,1058","0,86157","38,492","15,749","18,279",Low,High tin bronze
SEALIP/TH/BDTP/3,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bowl,"2,0241","0,81148","39,446","15,814","19,488",Low,High tin bronze
SEALIP/TH/BDTP/4,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bowl,"2,1083","0,8629","38,491","15,754","18,257",Low,Leaded bronze
SEALIP/TH/BDTP/5,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bowl,"2,0887","0,85649","38,491","15,783","18,428",Low,High tin bronze
SEALIP/TH/BDTP/6,400 - 300 BC,Iron Age,Ban Don Tha Phet,BDTP,99.670869,14.195100,cemetery,Kanchanaburi Province,Tha Chin river basin,Thailand,Bangle,"2,1078","0,86192","38,52","15,752","18,275",Low,High tin bronze
SEALIP/TH/BNW/1,1050 BCE - 1000 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,0928","0,85154","38,311","15,588","18,306",Low,Bronze
SEALIP/TH/BNW/2,1050 BCE - 1000 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,1001","0,85835","38,052","15,552","18,119",High,?
SEALIP/TH/BNW/3,1050 BCE - 1000 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,1","0,85844","38,044","15,551","18,116",Low,?
SEALIP/TH/BNW/4,1000 BCE - 900 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,0644","0,83667","38,631","15,657","18,713",High,Copper
SEALIP/TH/BNW/5,1000 BCE - 900 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,1069","0,86247","37,941","15,531","18,008",Low,Bronze
SEALIP/TH/BNW/6,1000 BCE - 900 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,0397","0,82074","39,07","15,721","19,155",Medium,?
SEALIP/TH/BNW/7,1000 BCE - 900 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Chisel,"2,1073","0,86334","37,885","15,521","17,978",High,Bronze
SEALIP/TH/BNW/8,1000 BCE - 900 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,1074","0,86301","37,914","15,526","17,991",High,?
SEALIP/TH/BNW/9,900 BCE - 800 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Axe,"2,095","0,8443","38,969","15,705","18,601",High,Bronze
SEALIP/TH/BNW/10,800 BCE - 700 BCE,Bronze Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Arrowhead,"2,0904","0,83879","39,17","15,717","18,738",High,?
SEALIP/TH/BNW/11,420 BCE - 200 BCE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Cordiform,"2,1077","0,8629","38,47","15,75","18,252",Low,Leaded bronze
SEALIP/TH/BNW/12,420 BCE - 200 BCE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Fragment,"2,1082","0,863","38,483","15,753","18,254",High,Lead
SEALIP/TH/BNW/13,420 BCE - 200 BCE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Cordiform,"2,108","0,86288","38,477","15,75","18,253",High,?
SEALIP/TH/BNW/14,420 BCE - 200 BCE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,0773","0,83261","39,107","15,675","18,826",Medium,Bronze
SEALIP/TH/BNW/15,420 BCE - 200 BCE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,1074","0,85732","38,702","15,745","18,365",Low,Bronze
SEALIP/TH/BNW/16,200 BCE - 200 CE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,109","0,85397","38,795","15,709","18,395",High,Bronze
SEALIP/TH/BNW/17,200 - 400 CE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,1115","0,8562","38,765","15,719","18,359",High,Bronze
SEALIP/TH/BNW/18,200 - 400 CE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bangle,"2,1112","0,85606","38,764","15,718","18,361",High,Bronze
SEALIP/TH/BNW/19,200 - 400 CE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Spiral,"2,1094","0,8596","38,636","15,744","18,316",High,Bronze
SEALIP/TH/BNW/20,300 - 500 CE,Iron Age,Ban Non Wat,BNW,102.276277,15.267438,cemetery,Nakhon Ratchasima Province,Chi/Mun river basin,Thailand,Bowl,"2,1072","0,85745","38,673","15,737","18,353",Low,Bronze
SEALIP/TH/KSK/1,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bangle,"2,0812","0,83433","39,333","15,768","18,899",Low,Bronze
SEALIP/TH/KSK/2,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0705","0,84593","38,656","15,794","18,67",Low,Bronze
SEALIP/TH/KSK/3,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0596","0,82548","39,419","15,799","19,139",Low,Bronze
SEALIP/TH/KSK/4,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0063","0,7695","41,542","15,933","20,706",Low,High tin bronze
SEALIP/TH/KSK/5,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Ingot,"2,0806","0,84115","39,015","15,773","18,752",Low,High tin bronze
SEALIP/TH/KSK/6,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Drum,"2,1149","0,85195","38,961","15,695","18,422",Low,Leaded bronze
SEALIP/TH/KSK/7,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Mirror,"2,16","0,87276","38,485","15,55","17,817",Low,Leaded bronze
SEALIP/TH/KSK/8,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Point,"2,1479","0,86899","38,667","15,644","18,002",Low,Leaded bronze
SEALIP/TH/KSK/9,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Vessel,"2,1034","0,85797","38,595","15,743","18,349",Low,Leaded bronze
SEALIP/TH/KSK/10,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,1074","0,87714","37,784","15,726","17,929",Low,High tin bronze
SEALIP/TH/KSK/11,400 BCE - 100 CE,Iron Age,Khao Sam Kaeo,KSK,99.184070,10.525470,Settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0842","0,85459","38,51","15,79","18,477",Medium,High tin bronze
SEALIP/TH/KW/1,400 - 100 BC,Iron Age,Kiri Wangkaran,KW,99.935802,9.456126,Ko Samui (stored Chaiya Museum),Chumpon Province,Maritime,Thailand,Drum,"2,1133","0,85277","38,95","15,717","18,431",Medium,Leaded bronze
SEALIP/TH/KS/1,400 - 100 BC,Iron Age,Khao Sek,KS,99.080257,9.958980,settlement,Chumpon Province,Maritime,Thailand,Casting spillage,"2,1061","0,85318","38,919","15,766","18,479",Medium,High tin bronze
SEALIP/TH/KS/2,400 - 100 BC,Iron Age,Khao Sek,KS,99.080257,9.958980,Settlement,Chumpon Province,Maritime,Thailand,Drum,"2,1072","0,856","38,693","15,718","18,362",Medium,Copper
SEALIP/TH/KS/3,400 - 100 BC,Iron Age,Khao Sek,KS,99.080257,9.958980,settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0879","0,84922","38,438","15,634","18,41",Low,High tin bronze
SEALIP/TH/KS/4,400 - 100 BC,Iron Age,Khao Sek,KS,99.080257,9.958980,settlement,Chumpon Province,Maritime,Thailand,Bowl,"2,0803","0,8486","38,714","15,792","18,61",Medium,High tin bronze
SEALIP/TH/KS/5,400 - 100 BC,Iron Age,Khao Sek,KS,99.080257,9.958980,settlement,Chumpon Province,Maritime,Thailand,Bowl,"1,9997","0,80722","39,26","15,848","19,633",Medium,High tin bronze
SEALIP/TH/NSLY/1,,,Tham Than Nam Lot Yai,NSLY,98.951458,10.202267,,,Maritime,Thailand,Bangle,"2,101","0,85639","38,283","15,605","18,222",,
SEALIP/TH/NSLY/2,,,Tham Than Nam Lot Yai,NSLY,98.951458,10.202267,,,Maritime,Thailand,Axe,"2,1007","0,8544","38,366","15,604","18,264",,
SEALIP/TH/NSLY/3,,,Tham Than Nam Lot Yai,NSLY,98.951458,10.202267,,,Maritime,Thailand,Axe,"2,1034","0,85368","38,694","15,705","18,396",,
SEALIP/TH/TS/1,,,Tham Soi,TS,ask Bérénice,,,,Maritime,Thailand,Axe,"2,0858","0,84369","38,508","15,576","18,462",,
SEALIP/TH/NKH/1,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1061","0,86283","37,895","15,525","17,993",Slag,
SEALIP/TH/NKH/2,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1082","0,8648","37,798","15,505","17,929",Slag,
SEALIP/TH/NKH/3,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1037","0,86222","37,864","15,519","17,999",Slag,
SEALIP/TH/NKH/4,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1014","0,86132","37,853","15,515","18,013",Slag,
SEALIP/TH/NKH/5,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1049","0,86261","37,878","15,523","17,995",Slag,
SEALIP/TH/NKH/6,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1066","0,86421","37,786","15,501","17,937",Slag,
SEALIP/TH/NKH/7,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1068","0,86386","37,815","15,505","17,949",Slag,
SEALIP/TH/NKH/8,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,0681","0,84648","37,97","15,541","18,36",Slag,
SEALIP/TH/NKH/9,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,0708","0,84874","37,925","15,544","18,314",Slag,
SEALIP/TH/NKH/11,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Ingot,"2,106","0,86297","37,883","15,523","17,988",Low,Copper
SEALIP/TH/NKH/12,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Ingot,"2,0996","0,86066","37,866","15,522","18,035",Low,Copper
SEALIP/TH/NKH/13,300 BCE - 300 CE,Bronze Age/Iron Age,Nil Kham Haeng,NKH,100.653884,14.952780,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Ingot,"2,1056","0,8634","37,836","15,514","17,969",Low,Copper
SEALIP/TH/NPW/1,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"1,8921","0,77854","37,999","15,635","20,083",Slag,
SEALIP/TH/NPW/2,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1036","0,86266","37,846","15,52","17,991",Slag,
SEALIP/TH/NPW/3,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1067","0,86385","37,832","15,513","17,958",Slag,
SEALIP/TH/NPW/4,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1059","0,86354","37,814","15,506","17,956",Slag,
SEALIP/TH/NPW/5,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,083","0,85409","37,869","15,527","18,18",Slag,
SEALIP/TH/NPW/6,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,0949","0,85831","37,884","15,522","18,084",Slag,
SEALIP/TH/NPW/7,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,095","0,85848","37,871","15,519","18,077",Slag,
SEALIP/TH/NPW/8,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,092","0,85627","37,951","15,534","18,141",Slag,
SEALIP/TH/NPW/9,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,105","0,86299","37,833","15,511","17,973",Slag,
SEALIP/TH/NPW/10,500-300 BCE,Bronze Age,Non Pa Waï,NPW,100.677893,14.970612,cemetery/settlement/copper smelting,Lopburi Province,Chao Phraya river basin,Thailand,Slag,"2,1077","0,86406","37,825","15,506","17,946",Slag,
